YEAR,MONTH,NAME,PRECIPITATION RATE,SOIL MOISTURE,WIND SPEED,SURFACE TEMPERATURE,DEEP SOIL TEMPERATURE,AVRG ELEVATION,MIN ELEVATION,MAX ELEVATION
2014,1,0.0625,0.0050512056571188,0.3467604200117545,0.1698151118379441,0.3111443530291664,0.2981352777257649,0.0665658093797276,0.041860465116279,0.4040852575488454
2014,1,0.125,0.0066655895004354,0.3465763467702356,0.1983048715287605,0.1304110325817451,0.0883347468361363,0.8366111951588502,0.1162790697674418,1.0
2014,1,0.1875,0.0045131047108278,0.3467604200117545,0.1519858616990421,0.3896195574529578,0.3732308268440708,0.4947049924357035,0.241860465116279,0.7939609236234458
2014,1,0.25,0.0045131047108278,0.3467604200117545,0.2331620645553563,0.1061154857848778,0.0543776365498772,1.0,1.0,0.8188277087033747
2014,1,0.3125,0.0045131047108278,0.5333664560144931,0.1423474611511219,0.3679039943526078,0.3917458778953844,0.0892586989409984,0.0372093023255813,0.2468916518650089
2014,1,0.375,0.0050512881080703,0.4400633774228533,0.1791049470075793,0.273511887253871,0.2725380268969399,0.0922844175491679,0.0325581395348837,0.6465364120781527
2014,1,0.4375,0.0045131047108278,0.3467604200117545,0.183450439070073,0.31663207079408,0.3324668744699327,0.010590015128593,0.0325581395348837,0.0
2014,1,0.5,0.0050512056571188,0.3467604200117545,0.1698151118379441,0.3111443530291664,0.3236664427090806,0.3146747352496218,0.0976744186046511,0.7149200710479574
2014,1,0.5625,0.0050512056571188,0.5333664560144931,0.1528557463492363,0.4040825930937098,0.4391845006663642,0.0151285930408472,0.0465116279069767,0.0284191829484902
2014,1,0.625,0.0045131047108278,0.5333664560144931,0.1420574268012706,0.4094610607346653,0.4418059058717253,0.0136157337367624,0.0,0.0772646536412078
2014,1,0.6875,0.0045131047108278,0.5333664560144931,0.1519858616990421,0.3512727639440959,0.3732308268440708,0.1633888048411497,0.0651162790697674,0.4165186500888099
2014,1,0.75,0.0045131047108278,0.5333664560144931,0.1327092790025613,0.3845352247611195,0.4102609289466981,0.0907715582450832,0.0511627906976744,0.2353463587921847
2014,1,0.8125,0.005320461534389,0.3467604200117545,0.2106092730620988,0.1610346827124242,0.129616371666797,0.0347957639939485,0.0976744186046511,0.1172291296625222
2014,1,0.875,0.0047821132352437,0.3467604200117545,0.2050859532520538,0.2943954686410096,0.3004703109339047,0.048411497730711,0.041860465116279,0.2859680284191829
2014,1,0.9375,0.0050512056571188,0.3467604200117545,0.1698151118379441,0.3111443530291664,0.3236664427090806,0.2980332829046899,0.1069767441860465,0.7371225577264654
2014,1,1.0,0.0055893066034099,0.5333664560144931,0.163654065897202,0.3986873177413758,0.4365851240761749,0.0,0.055813953488372,0.0017761989342806
2014,2,0.0625,0.0403402128767845,0.1841051120011148,0.1033651410160986,0.4615061390165771,0.4082783535813014,0.0665658093797276,0.041860465116279,0.4040852575488454
2014,2,0.125,0.035358425134753,0.1841944220597056,0.0964844691847239,0.2796719134739022,0.1690696214382451,0.8366111951588502,0.1162790697674418,1.0
2014,2,0.1875,0.0359659729262898,0.1841051120011148,0.1033601178308226,0.473658114342859,0.455970305426748,0.4947049924357035,0.241860465116279,0.7939609236234458
2014,2,0.25,0.0359659729262898,0.1841051120011148,0.0900698615872217,0.2639651071911765,0.1403002500247818,1.0,1.0,0.8188277087033747
2014,2,0.3125,0.0359659729262898,0.3554010772950079,0.113321749431288,0.5161396048507026,0.4763467744600225,0.0892586989409984,0.0372093023255813,0.2468916518650089
2014,2,0.375,0.0380318610727505,0.2697530946480614,0.1035756779989726,0.4266637533300283,0.3571719663843326,0.0922844175491679,0.0325581395348837,0.6465364120781527
